callsign,departure,arrivee,registration,delay,Parking0,Parking1,Parking2,Parking3,Parking4,Parking5,Parking6,Parking7,Parking8,Parking9,Parking10,Parking11,Parking12,Parking13,Parking14,Parking15,Parking16,Parking17,Parking18,Parking19,Parking20,Parking21,Parking22,Parking23,Parking24,Parking25,change_times,remote_numbers
CSN6656 de,ZBTJ,ZSYW,B5156,,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,11,0
CXA8240 ar,ZLXY,ZBTJ,B5160,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
CXA8321 de,ZBTJ,ZSHC,B5161,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,11,0
OKA3035 de,ZBTJ,ZSNT,B5181,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,11,0
CCA1663 de,ZBTJ,ZSWH,B5211,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11,0
CCA1664 ar,ZSWH,ZBTJ,B5211,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA1523 de,ZBTJ,ZSSS,B5211,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CCA1524 ar,ZSSS,ZBTJ,B5211,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA1656 ar,ZSPD,ZBTJ,B5213,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA4547 ar,ZGGG,ZBTJ,B5220,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA4547 de,ZBTJ,ZYTN,B5220,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA4548 ar,ZYTN,ZBTJ,B5220,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CCA4548 de,ZBTJ,ZGGG,B5220,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CCA1679 de,ZBTJ,ZUCK,B5227,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CCA1680 ar,ZUCK,ZBTJ,B5227,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,11,0
CCA1527 de,ZBTJ,ZSSS,B5227,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CCA1528 ar,ZSSS,ZBTJ,B5227,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CSH9131 ar,ZSPD,ZBTJ,B5260,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,11,0
CSH9132 de,ZBTJ,ZSPD,B5260,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,11,0
CSN8558 de,ZBTJ,ZGGG,B5291,,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,221,221,221,11,0
CXA8681 de,ZBTJ,ZSAM,B5301,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CXA8380 ar,ZGSZ,ZBTJ,B5306,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CXA8293 de,ZBTJ,ZLLL,B5306,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CXA8294 ar,ZLLL,ZBTJ,B5306,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,11,0
CXA8239 de,ZBTJ,ZLXY,B5306,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,11,0
CXA8240 ar,ZLXY,ZBTJ,B5306,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CSZ9122 de,ZBTJ,ZGSZ,B5357,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CHH7202 ar,ZGGG,ZBTJ,B5371,,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,11,0
CHH7201 de,ZBTJ,ZGGG,B5371,,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,11,0
CXA8059 de,ZBTJ,ZYHB,B5385,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CCA1524 ar,ZSSS,ZBTJ,B5387,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA1633 de,ZBTJ,ZHSY,B5387,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11,0
CCA1634 ar,ZHSY,ZBTJ,B5387,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA1389 de,ZBTJ,ZJSY,B5387,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
FZA661Q ar,ZSJN,ZBTJ,B5430,,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,11,0
FZA662Z de,ZBTJ,ZSNT,B5430,,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,11,0
CCA1677 ar,ZYHB,ZBTJ,B5442,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,11,0
CCA1677 de,ZBTJ,ZGKL,B5442,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11,0
CCA1678 ar,ZGKL,ZBTJ,B5442,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA1678 de,ZBTJ,ZYHB,B5442,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CSN3168 ar,ZHHH,ZBTJ,B5445,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
CSN3167 de,ZBTJ,ZHHH,B5445,,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,11,0
CCA1252 ar,ZLXY,ZBTJ,B5447,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA1529 de,ZBTJ,ZSAM,B5447,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,203,203,11,0
CCA1530 ar,ZSAM,ZBTJ,B5447,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,11,0
CCA1387 de,ZBTJ,ZGGG,B5447,,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,11,0
CCA8276 ar,ZSWZ,ZBTJ,B5485,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,11,0
CCA1417 de,ZBTJ,ZUGY,B5485,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CCA1418 ar,ZUGY,ZBTJ,B5485,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,11,0
CCA1259 de,ZBTJ,ZUGY,B5485,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CCA1260 ar,ZUGY,ZBTJ,B5495,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA1319 de,ZBTJ,ZGSZ,B5495,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CCA171 de,ZBTJ,RKSI,B5508,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CCA172 ar,RKSI,ZBTJ,B5508,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA187 de,ZBTJ,RCSS,B5508,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11,0
CCA188 ar,RCSS,ZBTJ,B5508,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CCA1245 de,ZBTJ,ZLLL,B5509,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CCA1246 ar,ZLLL,ZBTJ,B5509,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA167X ar,ZSYT,ZBTJ,B5510,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA1401 de,ZBTJ,ZPPP,B5510,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CCA1318 ar,ZGGG,ZBTJ,B5518,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA8275 de,ZBTJ,ZSWZ,B5518,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA1396 ar,ZGGG,ZBTJ,B5519,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA8283 de,ZBTJ,ZBYC,B5519,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11,0
CSH913V de,ZBTJ,ZSSS,B5523,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,11,0
CSH9063 ar,ZSSS,ZBTJ,B5523,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,11,0
CSH9064 de,ZBTJ,ZSSS,B5523,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,11,0
CCA103 de,ZBTJ,VHHH,B5525,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CCA104 ar,VHHH,ZBTJ,B5525,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA1395 de,ZBTJ,ZGGG,B5525,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CXA8365 de,ZBTJ,ZGSZ,B5535,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,230,11,0
CSH906V de,ZBTJ,ZSSS,B5548,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,11,0
OKA2918 de,ZBTJ,ZYHB,B5562,,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,11,0
OKA3021 ar,ZYHB,ZBTJ,B5562,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,11,0
OKA2757 de,ZBTJ,ZGDY,B5562,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
OKA2861 de,ZBTJ,ZGHA,B5571,,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,11,0
OKA2862 ar,ZGHA,ZBTJ,B5571,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
OKA2788 de,ZBTJ,ZGGG,B5571,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,11,0
OKA287S de,ZBTJ,ZSNB,B5573,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,11,0
OKA2878 ar,ZSNB,ZBTJ,B5573,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
OKA2847 de,ZBTJ,ZUCK,B5573,,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,11,0
OKA2824 de,ZBTJ,ZLXY,B5575,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
OKA2820 ar,ZGKL,ZBTJ,B5575,,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,11,0
OKA2805 de,ZBTJ,ZSHC,B5575,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
OKA2849 ar,ZGHA,ZBTJ,B5578,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
OKA2849 de,ZBTJ,ZYHB,B5578,,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,11,0
OKA2850 ar,ZYHB,ZBTJ,B5578,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,11,0
OKA2850 de,ZBTJ,ZGHA,B5578,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,11,0
CHH7797 ar,ZSCN,ZBTJ,B5580,,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,11,0
CHH7798 de,ZBTJ,ZSCN,B5580,,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,11,0
CCA8290 ar,ZBHH,ZBTJ,B5585,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA1251 de,ZBTJ,ZLXY,B5585,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CCA1252 ar,ZLXY,ZBTJ,B5585,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CXA8134 de,ZBTJ,ZHHH,B5633,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,11,0
CCA152S de,ZBTJ,ZSSS,B5680,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CCA1534 ar,ZSSS,ZBTJ,B5680,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CCA1467 de,ZBTJ,ZPPP,B5680,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CCA104D ar,VHHH,ZBTJ,B5681,,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,11,0
CCA1671 de,ZBTJ,ZGSZ,B5681,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CDG480X de,ZBTJ,ZSAM,B5728,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CSH9264 ar,ZSSS,ZBTJ,B5730,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,11,0
CSH9134 de,ZBTJ,ZSSS,B5730,,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,11,0
CSN3133 ar,ZGGG,ZBTJ,B5739,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
CXA8682 ar,ZSAM,ZBTJ,B5750,,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,11,0
CCA1390 ar,ZJSY,ZBTJ,B5793,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA151 de,ZBTJ,ZYTL,B5793,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CCA152 ar,ZYTL,ZBTJ,B5793,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA811 de,ZBTJ,VTBS,B5793,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CES973S ar,ZPPP,ZBTJ,B5795,,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,11,0
CES9738 de,ZBTJ,ZPPP,B5795,,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,11,0
RLH6515 ar,ZHXF,ZBTJ,B5829,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,11,0
RLH6516 de,ZBTJ,ZHXF,B5829,,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,11,0
RLH5315 ar,ZBCZ,ZBTJ,B5830,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,11,0
RLH5316 de,ZBTJ,ZBCZ,B5830,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,11,0
OKA2709 de,ZBTJ,ZSFZ,B5841,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
OKA2710 ar,ZSFZ,ZBTJ,B5841,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,11,0
OKA3039 de,ZBTJ,VVDN,B5841,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,11,0
OKA2945 de,ZBTJ,ZGSZ,B5842,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,222,222,222,222,11,0
OKA2826 ar,ZSHC,ZBTJ,B5843,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
OKA2931 de,ZBTJ,ZGHA,B5843,,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,11,0
CCD8923 ar,ZYTL,ZBTJ,B6105,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,11,0
CCD8924 de,ZBTJ,ZLIC,B6105,,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,11,0
CCD8925 ar,ZLIC,ZBTJ,B6105,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,11,0
CCD8926 de,ZBTJ,ZYTL,B6105,,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,11,0
CSC8217 ar,ZLXY,ZBTJ,B6176,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,11,0
CSC8218 de,ZBTJ,ZLXY,B6176,,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,110,11,0
CBJ5729 ar,ZPLJ,ZBTJ,B6180,,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,11,0
CBJ5730 de,ZBTJ,ZPLJ,B6180,,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,11,0
CCA1771 ar,ZSHC,ZBTJ,B6216,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA1772 de,ZBTJ,ZSHC,B6216,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CSN3125 ar,ZGHA,ZBTJ,B6272,,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,11,0
CSN3125 de,ZBTJ,ZYTX,B6272,,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,11,0
CSC881T de,ZBTJ,ZSHC,B6347,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,11,0
DKH1136 ar,ZYBS,ZBTJ,B6395,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,11,0
DKH1136 de,ZBTJ,ZSPD,B6395,,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,114,11,0
CGH1029 ar,ZSTX,ZBTJ,B6417,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,11,0
CGH1030 de,ZBTJ,ZSTX,B6417,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,11,0
TBA9907 ar,ZUCK,ZBTJ,B6451,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,11,0
CXA8039 ar,ZGHA,ZBTJ,B6486,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CXA8039 de,ZBTJ,ZYHB,B6486,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CXA8040 ar,ZYHB,ZBTJ,B6486,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,11,0
CXA8040 de,ZBTJ,ZGHA,B6486,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,11,0
CXA8125 ar,ZSAM,ZBTJ,B6487,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CXA867 de,ZBTJ,ZSAM,B6487,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,11,0
CXA8139 de,ZBTJ,ZSAM,B6490,,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,11,0
CXA8272 ar,ZBLA,ZBTJ,B6490,,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,11,0
CCA951 de,ZBTJ,ZYTL,B6499,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11,0
CCA952 ar,ZYTL,ZBTJ,B6499,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CCA8289 de,ZBTJ,ZBHH,B6499,,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,11,0
CCA4187 ar,ZUUU,ZBTJ,B6556,,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,11,0
CSC8568 ar,ZLLL,ZBTJ,B6598,,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,11,0
CSC8568 de,ZBTJ,ZYHB,B6598,,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,115,11,0
CCA8225 ar,ZHHH,ZBTJ,B6607,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CCA8225 de,ZBTJ,ZYDQ,B6607,,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,11,0
CCA8226 ar,ZYDQ,ZBTJ,B6607,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CCA8226 de,ZBTJ,ZHHH,B6607,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11,0
CSN3301 ar,ZGGG,ZBTJ,B6623,,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,11,0
CSN3302 de,ZBTJ,ZGGG,B6623,,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,11,0
CCA4188 de,ZBTJ,ZUUU,B6633,,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,11,0
CSN6570 ar,ZLXY,ZBTJ,B6655,,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,11,0
CSN6570 de,ZBTJ,ZYCC,B6655,,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,11,0
CBJ5226 de,ZBTJ,ZYTX,B6709,,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,11,0
CSZ9797 ar,ZSQZ,ZBTJ,B6722,,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,11,0
CSC8349 de,ZBTJ,ZGNN,B6732,,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,11,0
CSC8861 ar,ZUUU,ZBTJ,B6732,,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,11,0
CSZ9798 de,ZBTJ,ZSQZ,B6740,,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,11,0
CSC8861 ar,ZUUU,ZBTJ,B6771,,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,11,0
